x_coord,y_coord
2039.9630126953125,990.6148071289062
2037.8637621098374,990.6707492301184
2031.7832255599942,1012.3262843113973
1959.3564969331803,925.3231060023174
1891.9702805418012,814.7619740696894
1843.0708054878962,753.0741220833514
1794.8955712475154,697.8805844564457
1764.2343127065117,609.1606760083005
1845.2197205373382,1085.5592498687733
1766.1337276217505,1194.577374862649
1701.083602496873,1134.6359466847805
1652.424628073884,1062.0331362427987
1608.3666965646325,968.3626560801969
1570.9900248127822,902.3693690637713
1541.6328912441563,836.8204369851902
1529.5352203448629,772.9114639612942
1527.7594691773522,713.7581565662556
1490.8182980278975,659.1934171769633
1463.7287984090626,609.6521833871095
1469.2590921493509,525.2376545465274
1451.235551142718,466.3475163647922
1446.0426917635543,437.37500749794384
1418.552488299495,422.9905732143198
1400.7565352283018,409.86919786274234
1388.1802327385365,396.0948668206251
1395.3667157611965,376.0940923840129
1403.2898832460398,357.20837306045007
1400.6013638776674,345.04815283296705
1378.438025381869,337.75387024776785
1388.8979924454172,315.8147624034912
1385.4630853759681,306.174641458461
1370.9815720917281,313.8458290558248
1362.484644859187,502.2267883629063
1342.7801188537128,551.3876745209586
1335.7518383189984,524.7284921932601
1343.5608826368561,455.53298098379514
1348.2113543234432,428.997558490289
1357.6217467179322,438.63016854404754
1375.4518001883123,374.8297707133989
1384.6877321240938,356.9150172070262
1386.3647297177645,345.7140884473771
1394.8122974403639,333.0263000877414
1410.3707072986258,320.26956308825254
1428.2743976175107,279.22536162173304
1421.8975901963531,238.10990090183694
1434.1499111508995,195.7035918172212
1456.0111039453227,546.8044894619204
1441.5111986605311,610.3362272568123
1428.8055327456354,613.4278115353723
1425.931976236846,597.4466161920882
1426.1395493751616,587.1279622615756
1431.3098794028263,546.8458146454375
1417.144491052767,564.9078296075922
1401.244901997069,546.8025030480144
1394.4331410346444,515.3291716731052
1382.4621856465515,490.0992350489582
1406.4836875908077,434.62383731285485
1421.410992950927,405.3039659335757
1427.4534122869127,389.6881910689908
1447.8539067237514,335.9607861168716
1461.4227429235573,318.18032126855553
1466.5710176189345,277.8640778220577
1473.5030714723557,248.6923902639118
1480.140989300166,211.38164988908466
1509.058577486195,153.0747765096217
1541.8358619426704,99.90486740184632
1559.7120627511351,55.91613634997428
1556.1232523267317,75.1001122259078
1558.6568254978565,54.42495447153323
1561.1798843072331,46.39985392330869
1562.5107441816413,56.86396697706787
1544.3129073937168,77.74265917901789
